Date,Open,High,Low,Close,Adj Close,Volume,SMA_10,SMA_30,SMA_50,SMA15,STDEV,LowerBand,UpperBand,Date,RolHigh,RolLow,stok,K,D,GD
2019-12-16,204.9499969482422,205.99000549316406,203.10000610351562,204.41000366210938,200.48890686035156,963000,196.04383544921876,,,194.66284688313803,3.8288408609536635,187.0051651612307,202.32052860504535,18246.0,206.9499969482422,190.2100067138672,61.40326250236995,64.72786298691366,60.437289801711316,205.99000549316406
2019-12-17,203.86000061035156,204.86000061035156,201.67999267578125,203.6199951171875,199.71405029296875,908300,196.98345794677735,,,195.17941080729167,3.959411999406755,187.26058680847817,203.09823480610518,18247.0,206.9499969482422,194.55999755859375,41.598490623664546,58.00369301159109,61.59208385667199,204.86000061035156
2019-12-18,204.41000366210938,204.8300018310547,202.38999938964844,203.85000610351562,199.9396514892578,1039300,197.85050354003906,,,195.67178141276042,4.067364624020135,187.53705216472017,203.80651066080068,18248.0,206.9499969482422,195.32000732421875,39.72182533591015,49.65479514343693,58.83218068096499,204.8300018310547
2019-12-19,203.67999267578125,204.14999389648438,202.25,202.83999633789062,198.9490203857422,893300,198.47920684814454,,,196.09157104492186,4.058388997853367,187.97479304921512,204.2083490406286,18249.0,206.9499969482422,197.33999633789062,16.74322524098882,39.86670092573337,53.06326301691877,204.14999389648438
2019-12-20,204.0800018310547,204.4600067138672,202.07000732421875,204.35000610351562,200.43006896972656,1256100,199.0843734741211,,,196.64802144368488,4.04173913690645,188.56454316987197,204.7314997174978,18250.0,206.9499969482422,197.33999633789062,32.15475999561767,32.5545752990453,45.01994109495167,204.4600067138672
2019-12-23,201.9199981689453,204.52000427246094,200.8300018310547,204.3000030517578,200.3810272216797,1001600,199.62774810791015,,,197.32347819010417,3.730622848402172,189.8622324932998,204.78472388690852,18253.0,206.9499969482422,197.33999633789062,31.644440069164702,30.066062660420332,38.03553350715898,204.52000427246094
2019-12-24,204.66000366210938,204.66000366210938,202.27999877929688,202.83999633789062,198.9490203857422,253900,199.93082122802736,195.33013254801432,,197.89889119466145,3.200919165844734,191.49705286297197,204.30072952635092,18254.0,206.9499969482422,200.25,-19.417615027408896,15.281202569590572,29.44213536369739,204.66000366210938
2019-12-26,203.27999877929688,204.22000122070312,201.3699951171875,204.22000122070312,200.30255126953125,297600,200.0249801635742,195.53316192626954,,198.50111490885416,2.670299415548468,193.16051607775722,203.8417137399511,18256.0,206.9499969482422,200.8300018310547,-8.618480103719955,8.940776233413379,21.710654190617394,204.22000122070312
2019-12-27,204.6300048828125,204.72000122070312,202.57000732421875,202.97000122070312,199.0765380859375,451100,199.77977600097657,195.6933619181315,,198.92875162760416,2.126694093928965,194.67536343974623,203.18213981546208,18257.0,206.9499969482422,200.8300018310547,-28.651391243642166,-6.260761576401579,12.006819971755675,204.72000122070312
2019-12-30,203.2899932861328,204.27999877929688,202.6699981689453,202.92999267578125,199.0372772216797,337000,199.72681121826173,195.83002166748048,,199.23934326171874,1.7150319416574673,195.8092793784038,202.6694071450337,18260.0,205.99000549316406,200.8300018310547,-34.742700330606866,-22.85754667634447,-1.2240823624355244,204.27999877929688
2019-12-31,202.5399932861328,204.1199951171875,202.3300018310547,202.6699981689453,198.78228759765625,436300,199.5561492919922,195.90848744710286,,199.49501037597656,1.2531474424992395,196.98871549097808,202.00130526097504,18261.0,204.86000061035156,200.8300018310547,-50.81178296921737,-30.70608866179659,-12.720905170282315,204.1199951171875
2020-01-02,203.82000732421875,205.63999938964844,202.60000610351562,205.63999938964844,201.6953125,638200,199.7542755126953,196.16905771891277,,199.88014526367186,0.9184132631539519,198.04331873736396,201.71697178997977,18263.0,205.63999938964844,200.8300018310547,17.98983592828048,-24.05400965379648,-20.96960164208478,205.63999938964844
2020-01-03,201.91000366210938,203.22999572753906,200.50999450683594,202.63999938964844,198.75286865234375,542600,199.6355972290039,196.36424102783204,,199.83960571289063,0.9556340560588157,197.928337600773,201.75087382500826,18264.0,205.63999938964844,200.50999450683594,-34.25193337299227,-25.454145186134003,-25.767947544517888,203.22999572753906
2020-01-06,201.47999572753906,204.32000732421875,200.9199981689453,204.25,200.3319854736328,1006900,199.77389373779297,196.627099609375,,199.75983276367188,0.8485137887337179,198.06280518620446,201.4568603411393,18267.0,205.63999938964844,200.50999450683594,-3.469958358120166,-17.635959693012328,-24.462550798684852,204.32000732421875
2020-01-07,204.5,205.27000427246094,202.25,203.8300018310547,199.92001342773438,708700,199.72288818359374,196.90892028808594,,199.7833719889323,0.8476771676260288,198.08801765368023,201.47872632418435,18268.0,205.63999938964844,200.50999450683594,-11.500594883997621,-7.808162671707393,-18.73806930116255,205.27000427246094
2020-01-08,202.77999877929688,206.8000030517578,200.52000427246094,205.3800048828125,201.44029235839844,671100,199.8288146972656,197.25482228597005,,199.84679768880207,0.9353019181032408,197.9761938525956,201.71740152500854,18269.0,206.8000030517578,200.50999450683594,14.790088835627405,-8.608099444870664,-14.876591748931098,206.8000030517578
2020-01-09,206.7100067138672,207.94000244140625,204.97000122070312,207.1699981689453,203.19595336914062,676100,200.25350799560547,197.62916768391926,,200.07892456054688,1.2716141071027856,197.5356963463413,202.62215277475246,18270.0,207.94000244140625,200.50999450683594,36.15014796696876,8.992420890119593,-6.264950229867698,207.94000244140625
2020-01-10,207.0399932861328,207.6199951171875,204.6999969482422,205.08999633789062,201.15586853027344,777200,200.33883972167968,197.9158935546875,,200.16000569661458,1.3005447537066104,197.55891618920134,202.7610952040278,18271.0,207.94000244140625,200.50999450683594,8.692777035033568,12.033104738408028,1.152315877987391,207.6199951171875
2020-01-13,205.0,206.60000610351562,204.64999389648438,206.5800018310547,202.6172637939453,547400,200.69291229248046,198.24806315104166,,200.40455525716146,1.3978145648988394,197.6089261273638,203.20018438695914,18274.0,207.94000244140625,200.50999450683594,28.36160210953047,21.99865398679005,8.60402004261175,206.60000610351562
2020-01-14,206.5800018310547,206.5800018310547,202.3000030517578,202.89999389648438,199.0078582763672,805000,200.68997039794922,198.4788813273112,,200.3097412109375,1.4434498300454965,197.4228415508465,203.19664087102848,18275.0,207.94000244140625,200.50999450683594,-20.217155132225585,13.246842994826803,14.067755652536118,206.5800018310547
2020-01-15,202.50999450683594,205.4199981689453,201.63999938964844,202.22999572753906,198.3507080078125,711600,200.64681243896484,198.74893239339193,,200.17438659667968,1.5289487538740618,197.11648908893156,203.2322841044278,18276.0,207.94000244140625,200.50999450683594,-29.06169842668293,-3.0561186035861194,11.05562077910969,205.4199981689453
2020-01-16,203.6300048828125,205.32000732421875,202.57000732421875,205.25999450683594,201.32260131835938,562900,200.6095413208008,199.11575826009116,,200.33262532552084,1.5158416416117377,197.30094204229735,203.36430860874432,18277.0,207.94000244140625,200.50999450683594,10.936822930464766,-2.49510712972832,7.4235678120756035,205.32000732421875
2020-01-17,205.77999877929688,206.5500030517578,204.49000549316406,204.74000549316406,200.8125762939453,594600,200.81551208496094,199.43387095133463,,200.36662699381512,1.5208308146668754,197.32496536448136,203.40828862314888,18278.0,207.94000244140625,200.52000427246094,3.943020130501751,-8.5997526244855,-0.22603384074328403,206.5500030517578
2020-01-21,203.52000427246094,204.32000732421875,201.3699951171875,201.7899932861328,197.91915893554688,719200,200.57422943115233,199.6091100056966,,200.28946838378906,1.6172604233098635,197.05494753716934,203.52398923040877,18282.0,207.94000244140625,200.52000427246094,-35.05183259747017,-12.308421990796646,-6.614850087149146,204.32000732421875
2020-01-22,203.6300048828125,203.8699951171875,199.08999633789062,199.3800048828125,195.55538940429688,682900,200.13776702880858,199.64834289550782,,200.05734252929688,2.011621996016626,196.03409853726362,204.08058652133013,18283.0,207.94000244140625,199.08999633789062,-39.93903385207433,-15.027755847144496,-9.607759398038741,203.8699951171875
2020-01-23,199.6699981689453,202.77000427246094,196.75,202.3000030517578,198.41940307617188,766200,199.83567810058594,199.7640803019206,,200.03315022786458,2.0301482058792146,195.97285381610615,204.093446639623,18284.0,207.94000244140625,196.75,14.918701625967481,-14.032286173268817,-12.492054158923864,202.77000427246094
2020-01-24,202.75,203.14999389648438,197.8699951171875,199.72000122070312,195.8888702392578,631200,199.10496978759767,199.76309967041016,197.0697750854492,199.64605407714845,2.2339210576641118,195.17821196182024,204.11389619247666,18285.0,207.6199951171875,196.75,-7.922080474356238,-16.998561324483315,-14.591756333923318,203.14999389648438
2020-01-27,195.3300018310547,196.0800018310547,193.61000061035156,193.9199981689453,190.20013427734375,835600,198.0093963623047,199.4577387491862,196.98954437255858,199.07587178548178,3.310337154403693,192.45519747667439,205.69654609428918,18288.0,206.60000610351562,193.61000061035156,-26.249922179034037,-14.798083719874281,-15.214171766192727,196.0800018310547
2020-01-28,195.8000030517578,197.44000244140625,194.16000366210938,196.6699981689453,192.89736938476562,1165300,197.03740692138672,199.17003173828124,196.96208099365234,198.58023071289062,3.6481680166416948,191.28389467960724,205.876566746174,18289.0,206.5800018310547,193.61000061035156,-5.4944576600996236,-6.186939671880604,-13.003967722376753,197.44000244140625
2020-01-29,196.0,199.38999938964844,193.3300018310547,196.1699981689453,192.40696716308594,1163000,196.3773178100586,198.93136647542318,196.91147064208985,198.07936096191406,3.9540117584889796,190.1713374449361,205.987384478892,18290.0,206.5500030517578,193.3300018310547,-6.982107282435311,-11.662141898981302,-12.411431653804875,199.38999938964844
2020-01-30,194.38999938964844,196.35000610351562,189.75999450683594,194.80999755859375,191.07305908203125,1151100,195.64955291748046,198.6175048828125,196.8043655395508,197.38821207682292,4.221594403163529,188.94502327049588,205.83140088314997,18291.0,206.5500030517578,189.75999450683594,7.820511655382378,-7.726493866546647,-10.093414789320708,196.35000610351562
2020-01-31,193.4499969482422,194.30999755859375,190.39999389648438,191.66000366210938,187.98348999023438,1250400,194.31564178466797,198.2264862060547,196.6864712524414,196.3740478515625,4.541845382802706,187.29035708595708,205.4577386171679,18292.0,206.5500030517578,189.75999450683594,-10.580724314990684,-3.80919440053581,-7.34619245948609,194.30999755859375
2020-02-03,192.85000610351562,197.16000366210938,192.49000549316406,194.55999755859375,190.82785034179688,1019900,193.31716918945312,197.92275950113932,196.64508087158202,195.68551330566407,4.5480006065346865,186.5895120925947,204.78151451873345,18295.0,204.32000732421875,189.75999450683594,7.334168234289278,-0.6020379269385847,-5.9499670232505855,197.16000366210938
2020-02-04,198.66000366210938,203.0,198.66000366210938,202.38999938964844,198.50765991210938,843400,193.3760192871094,197.90804748535157,196.76630950927733,195.41153971354166,4.211970669899708,186.98759837374223,203.83548105334108,18296.0,203.8699951171875,189.75999450683594,61.99620855335656,16.642541032009383,1.1262037094970854,203.0
2020-02-05,204.92999267578125,205.92999267578125,203.41000366210938,205.27000427246094,201.33241271972656,762800,193.95372161865234,197.93812561035156,196.96364990234375,195.56651000976564,4.392629785030381,186.78125043970488,204.3517695798264,18297.0,205.92999267578125,189.75999450683594,71.5672203050437,32.57921819442471,11.202631724739925,205.92999267578125
2020-02-06,206.44000244140625,206.44000244140625,203.64999389648438,205.02999877929688,201.0970001220703,491700,194.2214813232422,197.9619913736979,197.16432525634767,195.74959615071614,4.570593149702888,186.60840985131037,204.89078245012192,18298.0,206.44000244140625,189.75999450683594,67.96762723198563,52.216306081168796,25.209006845166076,206.44000244140625
2020-02-07,203.6300048828125,204.2899932861328,202.07000732421875,202.72000122070312,198.83131408691406,583100,194.5157257080078,197.95806783040365,197.30163970947265,195.58351033528646,4.395528049945077,186.79245423539632,204.3745664351766,18299.0,206.44000244140625,189.75999450683594,54.38438408219982,63.978860043146426,41.35423133768733,204.2899932861328
2020-02-10,201.86000061035156,203.9499969482422,201.4199981689453,203.82000732421875,199.9102325439453,500000,195.48673553466796,197.9449905395508,197.44876251220703,195.52335408528646,4.324452470583016,186.87444914412043,204.17225902645248,18302.0,206.44000244140625,189.75999450683594,60.85271707858364,63.6929871744532,53.11684287329828,203.9499969482422
2020-02-11,204.44000244140625,205.8800048828125,203.5,203.9600067138672,200.0475311279297,534700,196.20175170898438,197.97735697428385,197.59666961669922,195.66524556477864,4.441997198317143,186.78125116814437,204.54923996141292,18303.0,206.44000244140625,189.75999450683594,61.67584968453292,61.2201445193255,60.27707445452348,205.8800048828125
2020-02-12,205.6999969482422,206.4600067138672,203.77000427246094,205.85000610351562,201.9012908935547,614700,197.15118408203125,198.07282409667968,197.7930291748047,196.0883056640625,4.724028568246028,186.64024852757044,205.53636280055454,18304.0,206.4600067138672,189.75999450683594,72.70232043068128,62.40381781899942,62.82395238898114,206.4600067138672
2020-02-13,204.5500030517578,205.91000366210938,200.6300048828125,201.14999389648438,197.2914276123047,572300,197.77302093505858,198.02312876383465,197.93387420654298,196.0131072998047,4.693147802596721,186.62681169461123,205.39940290499814,18305.0,206.4600067138672,190.39999389648438,42.91051192911415,59.535349780728,61.71307482337653,205.91000366210938
2020-02-14,200.63999938964844,201.24000549316406,198.64999389648438,200.67999267578125,197.83364868164062,455000,198.7580368041992,197.894406636556,198.08419067382812,196.14275919596355,4.7162765278596455,186.71020614024425,205.57531225168285,18306.0,206.4600067138672,192.49000549316406,38.25084267392506,53.88488117956335,59.26104832465407,201.24000549316406
2020-02-18,199.4499969482422,199.9199981689453,197.07000732421875,198.74000549316406,195.92115783691406,560700,199.26736755371093,197.80001627604167,198.1772299194336,196.52416076660157,4.423621729573849,187.67691730745386,205.37140422574927,18310.0,206.4600067138672,197.07000732421875,-12.234819616401493,35.40721385432975,52.80781565840513,199.9199981689453
2020-02-19,199.69000244140625,200.5500030517578,197.1999969482422,200.36000061035156,197.51817321777344,678000,199.16841888427734,197.7062225341797,198.2743536376953,196.83221435546875,4.31251499964701,188.20718435617474,205.45724435476276,18311.0,206.4600067138672,197.07000732421875,4.772800028600075,18.424833753809448,41.81306964210764,200.5500030517578
2020-02-20,200.1199951171875,205.42999267578125,199.67999267578125,205.30999755859375,202.39797973632812,893000,199.2749755859375,197.7888214111328,198.43474517822267,197.49828186035157,4.351594465215292,188.795092929921,206.20147079078214,18312.0,206.4600067138672,197.07000732421875,56.740923944925356,21.88243675776225,32.3998413863662,205.42999267578125
2020-02-21,203.47000122070312,209.61000061035156,202.22000122070312,209.3699951171875,206.400390625,1162600,199.80531463623046,197.95415802001952,198.66380737304686,198.52010396321614,4.530937210002042,189.45822954321207,207.58197838322022,18313.0,209.61000061035156,197.07000732421875,74.40501033680084,30.920978673481194,26.65886575984566,209.61000061035156
2020-02-24,200.94000244140625,203.3800048828125,199.8000030517578,202.75999450683594,199.88412475585938,1502400,199.910595703125,197.84376373291016,198.74312408447267,199.3134796142578,3.472443899226699,192.3685918158044,206.2583674127112,18316.0,209.61000061035156,197.07000732421875,22.44113985892305,39.589968542312334,27.70455443184131,203.3800048828125
2020-02-25,203.55999755859375,204.82000732421875,196.08999633789062,196.8699951171875,194.07766723632812,1120400,199.32733917236328,197.60782368977866,198.63745819091798,199.53013407389324,2.970255792855829,193.5896224881816,205.47064565960488,18317.0,209.61000061035156,196.08999633789062,-14.884086284361892,34.67574696407184,31.767282734406905,204.82000732421875
2020-02-26,198.5800018310547,201.99000549316406,194.88999938964844,195.16000366210938,192.39193725585938,854900,198.56177978515626,197.26697947184246,198.4547253417969,199.12241923014324,3.494166589210543,192.13408605172216,206.1107524085643,18318.0,209.61000061035156,194.88999938964844,-16.970529392861955,16.24788362962501,30.358644452372598,201.99000549316406
2020-02-27,189.88999938964844,195.0399932861328,186.11000061035156,186.1999969482422,183.55902099609375,1363500,196.72755279541016,196.75201822916668,198.1345672607422,197.9375264485677,5.259036657807913,187.41945313295187,208.45559976418352,18319.0,209.61000061035156,186.11000061035156,-10.855232401097075,-5.067177054849468,21.36160552028993,195.0399932861328
2020-02-28,179.5800018310547,184.4199981689453,177.75,183.5,180.89732360839844,1587700,195.08814239501953,196.1702387491862,197.74273559570312,196.59088134765625,6.7632883774820485,183.06430459269217,210.11745810262033,18320.0,209.61000061035156,177.75,9.878604984633451,-8.207810773421867,9.41216069135638,184.4199981689453
2020-03-02,184.6699981689453,191.07000732421875,183.27999877929688,190.58999633789062,187.8867645263672,1649800,194.09345397949218,195.72237752278645,197.5061898803711,195.86124471028646,7.086937389705088,181.6873699308763,210.03511948969663,18323.0,209.61000061035156,177.75,31.816586102241544,3.467357323228992,1.610063281145667,191.07000732421875
2020-03-03,190.39999389648438,198.10000610351562,183.5800018310547,183.94000244140625,181.33106994628906,1629200,192.6344451904297,195.07299397786457,197.1340182495117,194.6226338704427,7.905083653324959,178.81246656379278,210.43280117709264,18324.0,209.61000061035156,177.75,11.240018448479077,10.51999428356425,0.1780909446304766,198.10000610351562
2020-03-04,187.3699951171875,192.6699981689453,185.0,192.25,189.523193359375,991400,191.83494720458984,194.79312845865886,196.94550170898438,193.92101135253907,7.8560965263204805,178.2088182998981,209.63320440518004,18325.0,209.61000061035156,177.75,36.95289746965604,22.47202675125253,7.062891896155976,192.6699981689453
2020-03-05,185.52000427246094,189.55999755859375,182.75999450683594,183.39999389648438,180.79873657226562,1228100,189.6750228881836,194.30124003092448,196.55287506103517,192.51417439778646,8.206604123811745,176.10096615016298,208.92738264540995,18326.0,209.61000061035156,177.75,9.5691667101697,22.39466718263659,14.71351138517059,189.55999755859375
2020-03-06,177.69000244140625,180.94000244140625,174.5,178.85000610351562,176.31329345703125,1321100,186.66631317138672,193.56436971028646,196.0715203857422,191.11563212076823,9.07580970374895,172.96401271327034,209.26725152826612,18327.0,204.82000732421875,174.5,5.980517872707911,15.935650125253181,17.830584585676636,180.94000244140625
2020-03-09,156.4199981689453,165.4600067138672,151.4499969482422,152.63999938964844,150.47503662109375,2230900,181.72540435791015,192.05057525634766,195.10204071044922,187.95839131673176,13.654377159350807,160.64963699803016,215.26714563543337,18330.0,204.82000732421875,151.4499969482422,-1.8267943368946697,12.668946928909744,18.36782274701301,165.4600067138672
2020-03-10,158.25999450683594,169.4499969482422,154.27999877929688,169.39999389648438,166.997314453125,1722300,179.01736907958986,191.2771479288737,194.4359359741211,186.03013509114584,14.467640567071573,157.0948539570027,214.96541622528898,18331.0,201.99000549316406,151.4499969482422,30.762395877048114,11.121321530757765,15.53014644188932,169.4499969482422
2020-03-11,157.44000244140625,164.4600067138672,156.2100067138672,159.08999633789062,156.8335418701172,1761000,175.46152954101564,190.07502034505208,193.59107604980468,183.3178263346354,15.902590723228935,151.51264488817753,215.1230077810933,18332.0,198.10000610351562,151.4499969482422,11.540286956763502,11.614101592406215,12.835005044331727,164.4600067138672
2020-03-12,145.1300048828125,157.22999572753906,144.97000122070312,149.58999633789062,147.46827697753906,2491800,171.85245513916016,188.57706400553386,192.55969604492188,179.65584615071614,17.444769859291203,144.76630643213375,214.54538586929854,18333.0,198.10000610351562,144.97000122070312,4.702193727153462,11.294520556017602,11.674722652022831,157.22999572753906
2020-03-13,157.8800048828125,166.35000610351562,152.27999877929688,166.17999267578125,163.82298278808594,2179400,170.1450210571289,187.66872812906902,191.86050994873048,176.81735229492188,16.20192477276551,144.41350274939086,209.2212018404529,18334.0,198.10000610351562,144.97000122070312,35.48462231269573,20.6223747184152,13.663079599399197,166.35000610351562
2020-03-16,146.1699981689453,163.8300018310547,145.27000427246094,153.30999755859375,151.13551330566406,1858400,166.4698959350586,186.44046223958333,190.84931396484376,173.56744486490885,16.133561993433876,141.3003208780411,205.8345688517766,18337.0,198.10000610351562,144.97000122070312,11.60457654494866,15.832919885390336,14.84097918805734,163.8300018310547
2020-03-17,156.36000061035156,159.1300048828125,148.10000610351562,155.16000366210938,152.95928955078125,1989500,163.63271789550782,185.1781768798828,189.9334423828125,170.8262196858724,15.891142249327432,139.04393518721753,202.60850418452725,18338.0,192.6699981689453,144.97000122070312,16.749033210100745,17.13510644872465,16.221230402136946,159.1300048828125
2020-03-18,143.57000732421875,144.00999450683594,116.9800033569336,128.55999755859375,126.73656463623047,2301800,157.35405502319335,182.78580703735352,188.46153396606445,166.4491948445638,18.37474963678519,129.6996955709934,203.1986941181342,18339.0,189.55999755859375,116.9800033569336,13.442493880874007,19.320181487154784,18.22764563492124,144.00999450683594
2020-03-19,127.26000213623047,137.8000030517578,119.9000015258789,135.0800018310547,133.16409301757812,1841100,152.5905906677246,180.51352971394857,187.12641555786132,163.08953297932942,19.589869601349186,123.90979377663105,202.2692721820278,18340.0,180.94000244140625,116.9800033569336,25.303455116173517,16.77488968802423,17.2657743773235,137.8000030517578
2020-03-20,137.5800018310547,141.58999633789062,124.45999908447266,126.79000091552734,124.99166870117188,1701100,147.45842819213868,177.97668533325196,185.5974430847168,159.36248931884765,21.21092863989022,116.94063203906721,201.78434659862808,18341.0,169.4499969482422,116.9800033569336,15.269041972144201,17.69100604482312,17.730295917181696,141.58999633789062
2020-03-23,122.47000122070312,125.33999633789062,115.37999725341797,120.68000030517578,118.96833038330078,2071500,144.30775756835936,175.31458587646483,183.912890625,154.76792704264324,22.039011961063046,110.68990312051714,198.84595096476932,18344.0,169.4499969482422,115.37999725341797,6.636458572472123,15.162862385415963,17.237234901354526,125.33999633789062
2020-03-24,129.49000549316406,146.27999877929688,129.49000549316406,141.89999389648438,139.88735961914062,2545600,141.59676208496094,173.313823445638,182.68752044677734,152.00501302083333,21.046509708306097,109.91199360422114,194.0980324374455,18345.0,166.35000610351562,115.37999725341797,48.08192684015141,23.822720625235313,18.362869685874657,146.27999877929688
2020-03-25,143.6300048828125,159.99000549316406,138.5800018310547,154.55999755859375,152.36778259277344,2009500,141.15018615722656,171.72449849446613,181.6825308227539,149.52798563639323,18.32613428281263,112.87571707076796,186.1802542020185,18346.0,166.35000610351562,115.37999725341797,72.5677436080818,35.63879274821238,23.078845450921694,159.99000549316406
2020-03-26,157.97999572753906,159.3699951171875,150.22000122070312,159.2899932861328,157.0306854248047,1547900,142.10642700195314,170.22881164550782,180.84298736572265,147.94344889322917,16.35025132657128,115.24294624008661,180.64395154637174,18347.0,166.35000610351562,115.37999725341797,81.71607011856918,52.25054978481863,31.71873138592057,159.3699951171875
2020-03-27,150.0800018310547,156.6199951171875,146.52000427246094,151.4600067138672,149.311767578125,1168100,140.65530548095703,168.62948964436848,179.8622085571289,146.14334716796876,14.370229097285298,117.40288897339816,174.88380536253936,18348.0,163.8300018310547,115.37999725341797,70.03460705629956,68.10008690577548,44.953037516010454,156.6199951171875
2020-03-30,151.38999938964844,153.60000610351562,148.67999267578125,152.25999450683594,150.10040283203125,1199300,140.55179443359376,167.03838144938152,178.83776458740235,146.11837158203124,14.36248630393551,117.39339897416022,174.84334418990227,18351.0,159.99000549316406,115.37999725341797,77.83097773041546,75.5373496283415,57.88169476678699,153.60000610351562
